78,AC211,ICN,PEK,2020-04-02 13:00,2020-04-02 14:15,0,30,E,"\150,000",0
79,AC221,ICN,PEK,2020-04-02 14:00,2020-04-02 15:15,0,5,F,"\300,000",0
80,AC221,ICN,PEK,2020-04-02 14:00,2020-04-02 15:15,0,10,B,"\200,000",0
81,AC221,ICN,PEK,2020-04-02 14:00,2020-04-02 15:15,0,30,E,"\150,000",0
82,AC202,PEK,ICN,2020-04-04 12:30,2020-04-04 13:45,0,5,F,"\300,000",0
83,AC202,PEK,ICN,2020-04-04 12:30,2020-04-04 13:45,0,10,B,"\200,000",0
84,AC202,PEK,ICN,2020-04-04 12:30,2020-04-04 13:45,0,30,E,"\150,000",0
85,AC212,PEK,ICN,2020-04-06 13:30,2020-04-06 14:45,0,5,F,"\300,000",0
86,AC212,PEK,ICN,2020-04-06 13:30,2020-04-06 14:45,0,10,B,"\200,000",0
87,AC212,PEK,ICN,2020-04-06 13:30,2020-04-06 14:45,0,30,E,"\150,000",0
88,AC222,PEK,ICN,2020-04-08 14:30,2020-04-08 15:45,0,5,F,"\300,000",0
89,AC222,PEK,ICN,2020-04-08 14:30,2020-04-08 15:45,0,10,B,"\200,000",0
90,AC222,PEK,ICN,2020-04-08 14:30,2020-04-08 15:45,0,30,E,"\150,000",0
91,JA101,ICN,NRT,2020-04-02 15:00,2020-04-02 16:15,0,5,F,"\300,000",0
92,JA101,ICN,NRT,2020-04-02 15:00,2020-04-02 16:15,0,10,B,"\200,000",0
93,JA101,ICN,NRT,2020-04-02 15:00,2020-04-02 16:15,0,30,E,"\150,000",0
94,JA111,ICN,NRT,2020-04-02 16:00,2020-04-02 17:15,0,5,F,"\300,000",0
95,JA111,ICN,NRT,2020-04-02 16:00,2020-04-02 17:15,0,10,B,"\200,000",0
96,JA111,ICN,NRT,2020-04-02 16:00,2020-04-02 17:15,0,30,E,"\150,000",0
97,JA121,ICN,NRT,2020-04-02 17:00,2020-04-02 18:15,0,5,F,"\300,000",0
98,JA121,ICN,NRT,2020-04-02 17:00,2020-04-02 18:15,0,10,B,"\200,000",0
99,JA121,ICN,NRT,2020-04-02 17:00,2020-04-02 18:15,0,30,E,"\150,000",0
100,JA102,NRT,ICN,2020-04-04 15:30,2020-04-04 16:45,0,5,F,"\300,000",0
101,JA102,NRT,ICN,2020-04-04 15:30,2020-04-04 16:45,0,10,B,"\200,000",0
102,JA102,NRT,ICN,2020-04-04 15:30,2020-04-04 16:45,0,30,E,"\150,000",0
103,JA112,NRT,ICN,2020-04-06 16:30,2020-04-06 17:45,0,5,F,"\300,000",0
104,JA112,NRT,ICN,2020-04-06 16:30,2020-04-06 17:45,0,10,B,"\200,000",0
105,JA112,NRT,ICN,2020-04-06 16:30,2020-04-06 17:45,0,30,E,"\150,000",0
106,JA122,NRT,ICN,2020-04-08 17:30,2020-04-08 18:45,0,5,F,"\300,000",0
107,JA122,NRT,ICN,2020-04-08 17:30,2020-04-08 18:45,0,10,B,"\200,000",0
108,JA122,NRT,ICN,2020-04-08 17:30,2020-04-08 18:45,0,30,E,"\150,000",0
109,KA301,ICN,CJU,2020-04-03 9:00,2020-04-03 10:15,1,10,F,"\300,000",0
110,KA301,ICN,CJU,2020-04-03 9:00,2020-04-03 10:15,1,10,B,"\200,000",0
111,KA301,ICN,CJU,2020-04-03 9:00,2020-04-03 10:15,1,10,E,"\150,000",0
112,KA311,ICN,CJU,2020-04-03 10:00,2020-04-03 11:15,1,10,F,"\300,000",0
113,KA311,ICN,CJU,2020-04-03 10:00,2020-04-03 11:15,1,10,B,"\200,000",0
114,KA311,ICN,CJU,2020-04-03 10:00,2020-04-03 11:15,1,10,E,"\150,000",0
115,KA321,ICN,CJU,2020-04-03 11:00,2020-04-03 12:15,1,10,F,"\300,000",0
116,KA321,ICN,CJU,2020-04-03 11:00,2020-04-03 12:15,1,10,B,"\200,000",0
117,KA321,ICN,CJU,2020-04-03 11:00,2020-04-03 12:15,1,10,E,"\150,000",0
118,KA302,CJU,ICN,2020-04-05 9:30,2020-04-05 10:45,1,10,F,"\300,000",0
119,KA302,CJU,ICN,2020-04-05 9:30,2020-04-05 10:45,1,10,B,"\200,000",0
120,KA302,CJU,ICN,2020-04-05 9:30,2020-04-05 10:45,1,10,E,"\150,000",0
121,KA312,CJU,ICN,2020-04-07 10:30,2020-04-07 11:45,1,10,F,"\300,000",0
122,KA312,CJU,ICN,2020-04-07 10:30,2020-04-07 11:45,1,10,B,"\200,000",0
123,KA312,CJU,ICN,2020-04-07 10:30,2020-04-07 11:45,1,10,E,"\150,000",0
124,KA322,CJU,ICN,2020-04-09 11:30,2020-04-09 12:45,1,10,F,"\300,000",0
125,KA322,CJU,ICN,2020-04-09 11:30,2020-04-09 12:45,1,10,B,"\200,000",0
126,KA322,CJU,ICN,2020-04-09 11:30,2020-04-09 12:45,1,10,E,"\150,000",0
127,AC201,ICN,PEK,2020-04-03 12:00,2020-04-03 13:15,0,10,F,"\300,000",0
128,AC201,ICN,PEK,2020-04-03 12:00,2020-04-03 13:15,0,10,B,"\200,000",0
129,AC201,ICN,PEK,2020-04-03 12:00,2020-04-03 13:15,0,10,E,"\150,000",0
130,AC211,ICN,PEK,2020-04-03 13:00,2020-04-03 14:15,0,10,F,"\300,000",0
131,AC211,ICN,PEK,2020-04-03 13:00,2020-04-03 14:15,0,10,B,"\200,000",0
132,AC211,ICN,PEK,2020-04-03 13:00,2020-04-03 14:15,0,10,E,"\150,000",0
133,AC221,ICN,PEK,2020-04-03 14:00,2020-04-03 15:15,0,10,F,"\300,000",0
134,AC221,ICN,PEK,2020-04-03 14:00,2020-04-03 15:15,0,10,B,"\200,000",0
135,AC221,ICN,PEK,2020-04-03 14:00,2020-04-03 15:15,0,10,E,"\150,000",0
136,AC202,PEK,ICN,2020-04-05 12:30,2020-04-05 13:45,0,10,F,"\300,000",0
137,AC202,PEK,ICN,2020-04-05 12:30,2020-04-05 13:45,0,10,B,"\200,000",0
138,AC202,PEK,ICN,2020-04-05 12:30,2020-04-05 13:45,0,10,E,"\150,000",0
139,AC212,PEK,ICN,2020-04-07 13:30,2020-04-07 14:45,0,10,F,"\300,000",0
140,AC212,PEK,ICN,2020-04-07 13:30,2020-04-07 14:45,0,10,B,"\200,000",0
141,AC212,PEK,ICN,2020-04-07 13:30,2020-04-07 14:45,0,10,E,"\150,000",0
142,AC222,PEK,ICN,2020-04-09 14:30,2020-04-09 15:45,0,10,F,"\300,000",0
143,AC222,PEK,ICN,2020-04-09 14:30,2020-04-09 15:45,0,10,B,"\200,000",0
144,AC222,PEK,ICN,2020-04-09 14:30,2020-04-09 15:45,0,10,E,"\150,000",0
145,JA101,ICN,NRT,2020-04-03 15:00,2020-04-03 16:15,0,10,F,"\300,000",0
146,JA101,ICN,NRT,2020-04-03 15:00,2020-04-03 16:15,0,10,B,"\200,000",0
147,JA101,ICN,NRT,2020-04-03 15:00,2020-04-03 16:15,0,10,E,"\150,000",0
148,JA111,ICN,NRT,2020-04-03 16:00,2020-04-03 17:15,0,10,F,"\300,000",0
149,JA111,ICN,NRT,2020-04-03 16:00,2020-04-03 17:15,0,10,B,"\200,000",0
150,JA111,ICN,NRT,2020-04-03 16:00,2020-04-03 17:15,0,10,E,"\150,000",0
151,JA121,ICN,NRT,2020-04-03 17:00,2020-04-03 18:15,0,10,F,"\300,000",0
152,JA121,ICN,NRT,2020-04-03 17:00,2020-04-03 18:15,0,10,B,"\200,000",0
153,JA121,ICN,NRT,2020-04-03 17:00,2020-04-03 18:15,0,10,E,"\150,000",0
154,JA102,NRT,ICN,2020-04-05 15:30,2020-04-05 16:45,0,10,F,"\300,000",0
155,JA102,NRT,ICN,2020-04-05 15:30,2020-04-05 16:45,0,10,B,"\200,000",0
156,JA102,NRT,ICN,2020-04-05 15:30,2020-04-05 16:45,0,10,E,"\150,000",0
157,JA112,NRT,ICN,2020-04-07 16:30,2020-04-07 17:45,0,10,F,"\300,000",0
158,JA112,NRT,ICN,2020-04-07 16:30,2020-04-07 17:45,0,10,B,"\200,000",0
159,JA112,NRT,ICN,2020-04-07 16:30,2020-04-07 17:45,0,10,E,"\150,000",0
160,JA122,NRT,ICN,2020-04-09 17:30,2020-04-09 18:45,0,10,F,"\300,000",0
161,JA122,NRT,ICN,2020-04-09 17:30,2020-04-09 18:45,0,10,B,"\200,000",0
162,JA122,NRT,ICN,2020-04-09 17:30,2020-04-09 18:45,0,10,E,"\150,000",0
163,KA301,ICN,CJU,2020-04-04 9:00,2020-04-04 10:15,1,10,F,"\300,000",0
164,KA301,ICN,CJU,2020-04-04 9:00,2020-04-04 10:15,1,10,B,"\200,000",0
165,KA301,ICN,CJU,2020-04-04 9:00,2020-04-04 10:15,1,10,E,"\150,000",0
166,KA311,ICN,CJU,2020-04-04 10:00,2020-04-04 11:15,1,10,F,"\300,000",0
167,KA311,ICN,CJU,2020-04-04 10:00,2020-04-04 11:15,1,10,B,"\200,000",0
168,KA311,ICN,CJU,2020-04-04 10:00,2020-04-04 11:15,1,10,E,"\150,000",0
169,KA321,ICN,CJU,2020-04-04 11:00,2020-04-04 12:15,1,10,F,"\300,000",0
170,KA321,ICN,CJU,2020-04-04 11:00,2020-04-04 12:15,1,10,B,"\200,000",0
171,KA321,ICN,CJU,2020-04-04 11:00,2020-04-04 12:15,1,10,E,"\150,000",0
172,KA302,CJU,ICN,2020-04-06 9:30,2020-04-06 10:45,1,10,F,"\300,000",0
173,KA302,CJU,ICN,2020-04-06 9:30,2020-04-06 10:45,1,10,B,"\200,000",0
174,KA302,CJU,ICN,2020-04-06 9:30,2020-04-06 10:45,1,10,E,"\150,000",0
175,KA312,CJU,ICN,2020-04-08 10:30,2020-04-08 11:45,1,10,F,"\300,000",0
176,KA312,CJU,ICN,2020-04-08 10:30,2020-04-08 11:45,1,10,B,"\200,000",0
177,KA312,CJU,ICN,2020-04-08 10:30,2020-04-08 11:45,1,10,E,"\150,000",0
178,KA322,CJU,ICN,2020-04-10 11:30,2020-04-10 12:45,1,10,F,"\300,000",0
179,KA322,CJU,ICN,2020-04-10 11:30,2020-04-10 12:45,1,10,B,"\200,000",0
180,KA322,CJU,ICN,2020-04-10 11:30,2020-04-10 12:45,1,10,E,"\150,000",0
181,AC201,ICN,PEK,2020-04-04 12:00,2020-04-04 13:15,0,10,F,"\300,000",0
182,AC201,ICN,PEK,2020-04-04 12:00,2020-04-04 13:15,0,10,B,"\200,000",0
183,AC201,ICN,PEK,2020-04-04 12:00,2020-04-04 13:15,0,10,E,"\150,000",0
184,AC211,ICN,PEK,2020-04-04 13:00,2020-04-04 14:15,0,10,F,"\300,000",0
185,AC211,ICN,PEK,2020-04-04 13:00,2020-04-04 14:15,0,10,B,"\200,000",0
186,AC211,ICN,PEK,2020-04-04 13:00,2020-04-04 14:15,0,10,E,"\150,000",0
187,AC221,ICN,PEK,2020-04-04 14:00,2020-04-04 15:15,0,10,F,"\300,000",0
188,AC221,ICN,PEK,2020-04-04 14:00,2020-04-04 15:15,0,10,B,"\200,000",0
189,AC221,ICN,PEK,2020-04-04 14:00,2020-04-04 15:15,0,10,E,"\150,000",0
190,AC202,PEK,ICN,2020-04-06 12:30,2020-04-06 13:45,0,10,F,"\300,000",0
191,AC202,PEK,ICN,2020-04-06 12:30,2020-04-06 13:45,0,10,B,"\200,000",0
192,AC202,PEK,ICN,2020-04-06 12:30,2020-04-06 13:45,0,10,E,"\150,000",0
193,AC212,PEK,ICN,2020-04-08 13:30,2020-04-08 14:45,0,10,F,"\300,000",0
194,AC212,PEK,ICN,2020-04-08 13:30,2020-04-08 14:45,0,10,B,"\200,000",0
195,AC212,PEK,ICN,2020-04-08 13:30,2020-04-08 14:45,0,10,E,"\150,000",0
196,AC222,PEK,ICN,2020-04-10 14:30,2020-04-10 15:45,0,10,F,"\300,000",0
197,AC222,PEK,ICN,2020-04-10 14:30,2020-04-10 15:45,0,10,B,"\200,000",0
198,AC222,PEK,ICN,2020-04-10 14:30,2020-04-10 15:45,0,10,E,"\150,000",0
199,JA101,ICN,NRT,2020-04-04 15:00,2020-04-04 16:15,0,10,F,"\300,000",0
200,JA101,ICN,NRT,2020-04-04 15:00,2020-04-04 16:15,0,10,B,"\200,000",0
201,JA101,ICN,NRT,2020-04-04 15:00,2020-04-04 16:15,0,10,E,"\150,000",0
202,JA111,ICN,NRT,2020-04-04 16:00,2020-04-04 17:15,0,10,F,"\300,000",0
203,JA111,ICN,NRT,2020-04-04 16:00,2020-04-04 17:15,0,10,B,"\200,000",0
204,JA111,ICN,NRT,2020-04-04 16:00,2020-04-04 17:15,0,10,E,"\150,000",0
205,JA121,ICN,NRT,2020-04-04 17:00,2020-04-04 18:15,0,10,F,"\300,000",0
206,JA121,ICN,NRT,2020-04-04 17:00,2020-04-04 18:15,0,10,B,"\200,000",0
207,JA121,ICN,NRT,2020-04-04 17:00,2020-04-04 18:15,0,10,E,"\150,000",0
208,JA102,NRT,ICN,2020-04-06 15:30,2020-04-06 16:45,0,10,F,"\300,000",0
209,JA102,NRT,ICN,2020-04-06 15:30,2020-04-06 16:45,0,10,B,"\200,000",0
210,JA102,NRT,ICN,2020-04-06 15:30,2020-04-06 16:45,0,10,E,"\150,000",0
211,JA112,NRT,ICN,2020-04-08 16:30,2020-04-08 17:45,0,10,F,"\300,000",0
212,JA112,NRT,ICN,2020-04-08 16:30,2020-04-08 17:45,0,10,B,"\200,000",0
213,JA112,NRT,ICN,2020-04-08 16:30,2020-04-08 17:45,0,10,E,"\150,000",0
214,JA122,NRT,ICN,2020-04-10 17:30,2020-04-10 18:45,0,10,F,"\300,000",0
215,JA122,NRT,ICN,2020-04-10 17:30,2020-04-10 18:45,0,10,B,"\200,000",0
216,JA122,NRT,ICN,2020-04-10 17:30,2020-04-10 18:45,0,10,E,"\150,000",0
217,KA301,ICN,CJU,2020-04-05 9:00,2020-04-05 10:15,1,10,F,"\300,000",0
218,KA301,ICN,CJU,2020-04-05 9:00,2020-04-05 10:15,1,10,B,"\200,000",0
219,KA301,ICN,CJU,2020-04-05 9:00,2020-04-05 10:15,1,10,E,"\150,000",0
220,KA311,ICN,CJU,2020-04-05 10:00,2020-04-05 11:15,1,10,F,"\300,000",0
221,KA311,ICN,CJU,2020-04-05 10:00,2020-04-05 11:15,1,10,B,"\200,000",0
222,KA311,ICN,CJU,2020-04-05 10:00,2020-04-05 11:15,1,10,E,"\150,000",0
223,KA321,ICN,CJU,2020-04-05 11:00,2020-04-05 12:15,1,10,F,"\300,000",0
224,KA321,ICN,CJU,2020-04-05 11:00,2020-04-05 12:15,1,10,B,"\200,000",0
225,KA321,ICN,CJU,2020-04-05 11:00,2020-04-05 12:15,1,10,E,"\150,000",0
226,KA302,CJU,ICN,2020-04-07 9:30,2020-04-07 10:45,1,10,F,"\300,000",0
227,KA302,CJU,ICN,2020-04-07 9:30,2020-04-07 10:45,1,10,B,"\200,000",0
228,KA302,CJU,ICN,2020-04-07 9:30,2020-04-07 10:45,1,10,E,"\150,000",0
229,KA312,CJU,ICN,2020-04-09 10:30,2020-04-09 11:45,1,10,F,"\300,000",0
230,KA312,CJU,ICN,2020-04-09 10:30,2020-04-09 11:45,1,10,B,"\200,000",0
231,KA312,CJU,ICN,2020-04-09 10:30,2020-04-09 11:45,1,10,E,"\150,000",0
232,KA322,CJU,ICN,2020-04-11 11:30,2020-04-11 12:45,1,10,F,"\300,000",0
233,KA322,CJU,ICN,2020-04-11 11:30,2020-04-11 12:45,1,10,B,"\200,000",0
234,KA322,CJU,ICN,2020-04-11 11:30,2020-04-11 12:45,1,10,E,"\150,000",0
235,AC201,ICN,PEK,2020-04-05 12:00,2020-04-05 13:15,0,10,F,"\300,000",0
236,AC201,ICN,PEK,2020-04-05 12:00,2020-04-05 13:15,0,10,B,"\200,000",0
237,AC201,ICN,PEK,2020-04-05 12:00,2020-04-05 13:15,0,10,E,"\150,000",0
238,AC211,ICN,PEK,2020-04-05 13:00,2020-04-05 14:15,0,10,F,"\300,000",0
239,AC211,ICN,PEK,2020-04-05 13:00,2020-04-05 14:15,0,10,B,"\200,000",0
240,AC211,ICN,PEK,2020-04-05 13:00,2020-04-05 14:15,0,10,E,"\150,000",0
241,AC221,ICN,PEK,2020-04-05 14:00,2020-04-05 15:15,0,10,F,"\300,000",0
242,AC221,ICN,PEK,2020-04-05 14:00,2020-04-05 15:15,0,10,B,"\200,000",0
243,AC221,ICN,PEK,2020-04-05 14:00,2020-04-05 15:15,0,10,E,"\150,000",0
244,AC202,PEK,ICN,2020-04-07 12:30,2020-04-07 13:45,0,10,F,"\300,000",0
245,AC202,PEK,ICN,2020-04-07 12:30,2020-04-07 13:45,0,10,B,"\200,000",0
246,AC202,PEK,ICN,2020-04-07 12:30,2020-04-07 13:45,0,10,E,"\150,000",0
247,AC212,PEK,ICN,2020-04-09 13:30,2020-04-09 14:45,0,10,F,"\300,000",0
248,AC212,PEK,ICN,2020-04-09 13:30,2020-04-09 14:45,0,10,B,"\200,000",0
249,AC212,PEK,ICN,2020-04-09 13:30,2020-04-09 14:45,0,10,E,"\150,000",0
250,AC222,PEK,ICN,2020-04-11 14:30,2020-04-11 15:45,0,10,F,"\300,000",0
251,AC222,PEK,ICN,2020-04-11 14:30,2020-04-11 15:45,0,10,B,"\200,000",0
252,AC222,PEK,ICN,2020-04-11 14:30,2020-04-11 15:45,0,10,E,"\150,000",0
253,JA101,ICN,NRT,2020-04-05 15:00,2020-04-05 16:15,0,10,F,"\300,000",0
254,JA101,ICN,NRT,2020-04-05 15:00,2020-04-05 16:15,0,10,B,"\200,000",0
255,JA101,ICN,NRT,2020-04-05 15:00,2020-04-05 16:15,0,10,E,"\150,000",0
256,JA111,ICN,NRT,2020-04-05 16:00,2020-04-05 17:15,0,10,F,"\300,000",0
257,JA111,ICN,NRT,2020-04-05 16:00,2020-04-05 17:15,0,10,B,"\200,000",0
258,JA111,ICN,NRT,2020-04-05 16:00,2020-04-05 17:15,0,10,E,"\150,000",0
259,JA121,ICN,NRT,2020-04-05 17:00,2020-04-05 18:15,0,10,F,"\300,000",0
260,JA121,ICN,NRT,2020-04-05 17:00,2020-04-05 18:15,0,10,B,"\200,000",0
261,JA121,ICN,NRT,2020-04-05 17:00,2020-04-05 18:15,0,10,E,"\150,000",0
262,JA102,NRT,ICN,2020-04-07 15:30,2020-04-07 16:45,0,10,F,"\300,000",0
263,JA102,NRT,ICN,2020-04-07 15:30,2020-04-07 16:45,0,10,B,"\200,000",0
264,JA102,NRT,ICN,2020-04-07 15:30,2020-04-07 16:45,0,10,E,"\150,000",0
265,JA112,NRT,ICN,2020-04-09 16:30,2020-04-09 17:45,0,10,F,"\300,000",0
266,JA112,NRT,ICN,2020-04-09 16:30,2020-04-09 17:45,0,10,B,"\200,000",0
267,JA112,NRT,ICN,2020-04-09 16:30,2020-04-09 17:45,0,10,E,"\150,000",0
268,JA122,NRT,ICN,2020-04-11 17:30,2020-04-11 18:45,0,10,F,"\300,000",0
269,JA122,NRT,ICN,2020-04-11 17:30,2020-04-11 18:45,0,10,B,"\200,000",0
270,JA122,NRT,ICN,2020-04-11 17:30,2020-04-11 18:45,0,10,E,"\150,000",0
271,KA301,ICN,CJU,2020-04-06 9:00,2020-04-06 10:15,1,10,F,"\300,000",0
272,KA301,ICN,CJU,2020-04-06 9:00,2020-04-06 10:15,1,10,B,"\200,000",0
273,KA301,ICN,CJU,2020-04-06 9:00,2020-04-06 10:15,1,10,E,"\150,000",0
274,KA311,ICN,CJU,2020-04-06 10:00,2020-04-06 11:15,1,10,F,"\300,000",0
275,KA311,ICN,CJU,2020-04-06 10:00,2020-04-06 11:15,1,10,B,"\200,000",0
276,KA311,ICN,CJU,2020-04-06 10:00,2020-04-06 11:15,1,10,E,"\150,000",0
277,KA321,ICN,CJU,2020-04-06 11:00,2020-04-06 12:15,1,10,F,"\300,000",0
278,KA321,ICN,CJU,2020-04-06 11:00,2020-04-06 12:15,1,10,B,"\200,000",0
279,KA321,ICN,CJU,2020-04-06 11:00,2020-04-06 12:15,1,10,E,"\150,000",0
280,KA302,CJU,ICN,2020-04-08 9:30,2020-04-08 10:45,1,10,F,"\300,000",0
