86,L,025허0011,2020-04-18,2020-04-20,제주공항,제주공항,100000,4,0,1,
87,S,025허0012,2020-04-18,2020-04-20,제주공항,제주공항,120000,4,0,1,
88,U,025허0013,2020-04-18,2020-04-20,제주공항,제주공항,170000,6,0,1,
89,V,025허0014,2020-04-18,2020-04-20,제주공항,제주공항,200000,10,0,1,
90,B,025허0015,2020-04-18,2020-04-20,제주공항,제주공항,500000,30,0,1,
91,L,025허0001,2020-04-19,2020-04-21,제주공항,제주공항,100000,4,0,1,
92,S,025허0002,2020-04-19,2020-04-21,제주공항,제주공항,120000,4,0,1,
93,U,025허0003,2020-04-19,2020-04-21,제주공항,제주공항,170000,6,0,1,
94,V,025허0004,2020-04-19,2020-04-21,제주공항,제주공항,200000,10,0,1,
95,B,025허0005,2020-04-19,2020-04-21,제주공항,제주공항,500000,30,0,1,
96,L,025허0006,2020-04-20,2020-04-22,제주공항,제주공항,90000,4,0,1,
97,S,025허0007,2020-04-20,2020-04-22,제주공항,제주공항,120000,4,0,1,
98,U,025허0008,2020-04-20,2020-04-22,제주공항,제주공항,150000,6,0,1,
99,V,025허0009,2020-04-20,2020-04-22,제주공항,제주공항,200000,10,0,1,
100,B,025허0010,2020-04-20,2020-04-22,제주공항,제주공항,500000,30,0,1,
101,L,025허0011,2020-04-21,2020-04-23,제주공항,제주공항,90000,4,0,1,
102,S,025허0012,2020-04-21,2020-04-23,제주공항,제주공항,120000,4,0,1,
103,U,025허0013,2020-04-21,2020-04-23,제주공항,제주공항,150000,6,0,1,
104,V,025허0014,2020-04-21,2020-04-23,제주공항,제주공항,200000,10,0,1,
105,B,025허0015,2020-04-21,2020-04-23,제주공항,제주공항,500000,30,0,1,
106,L,025허0001,2020-04-22,2020-04-24,제주공항,제주공항,90000,4,0,1,
107,S,025허0002,2020-04-22,2020-04-24,제주공항,제주공항,120000,4,0,1,
108,U,025허0003,2020-04-22,2020-04-24,제주공항,제주공항,150000,6,0,1,
109,V,025허0004,2020-04-22,2020-04-24,제주공항,제주공항,200000,10,0,1,
110,B,025허0005,2020-04-22,2020-04-24,제주공항,제주공항,500000,30,0,1,
111,L,025허0006,2020-04-23,2020-04-25,제주공항,제주공항,90000,4,0,1,
112,S,025허0007,2020-04-23,2020-04-25,제주공항,제주공항,120000,4,0,1,
113,U,025허0008,2020-04-23,2020-04-25,제주공항,제주공항,150000,6,0,1,
114,V,025허0009,2020-04-23,2020-04-25,제주공항,제주공항,200000,10,0,1,
115,B,025허0010,2020-04-23,2020-04-25,제주공항,제주공항,500000,30,0,1,
116,L,025허0011,2020-04-24,2020-04-26,제주공항,제주공항,90000,4,0,1,
117,S,025허0012,2020-04-24,2020-04-26,제주공항,제주공항,120000,4,0,1,
118,U,025허0013,2020-04-24,2020-04-26,제주공항,제주공항,150000,6,0,1,
119,V,025허0014,2020-04-24,2020-04-26,제주공항,제주공항,200000,10,0,1,
120,B,025허0015,2020-04-24,2020-04-26,제주공항,제주공항,500000,30,0,1,
121,L,025허0001,2020-04-25,2020-04-27,제주공항,제주공항,100000,4,0,1,
122,S,025허0002,2020-04-25,2020-04-27,제주공항,제주공항,120000,4,0,1,
123,U,025허0003,2020-04-25,2020-04-27,제주공항,제주공항,170000,6,0,1,
124,V,025허0004,2020-04-25,2020-04-27,제주공항,제주공항,200000,10,0,1,
125,B,025허0005,2020-04-25,2020-04-27,제주공항,제주공항,500000,30,0,1,
126,L,025허0006,2020-04-26,2020-04-28,제주공항,제주공항,100000,4,0,1,
127,S,025허0007,2020-04-26,2020-04-28,제주공항,제주공항,120000,4,0,1,
128,U,025허0008,2020-04-26,2020-04-28,제주공항,제주공항,170000,6,0,1,
129,V,025허0009,2020-04-26,2020-04-28,제주공항,제주공항,200000,10,0,1,
130,B,025허0010,2020-04-26,2020-04-28,제주공항,제주공항,500000,30,0,1,
131,L,025허0011,2020-04-27,2020-04-29,제주공항,제주공항,100000,4,0,1,
132,S,025허0012,2020-04-27,2020-04-29,제주공항,제주공항,120000,4,0,1,
133,U,025허0013,2020-04-27,2020-04-29,제주공항,제주공항,170000,6,0,1,
134,V,025허0014,2020-04-27,2020-04-29,제주공항,제주공항,200000,10,0,1,
135,B,025허0015,2020-04-27,2020-04-29,제주공항,제주공항,500000,30,0,1,
136,L,025허0001,2020-04-28,2020-04-30,제주공항,제주공항,100000,4,0,1,
137,S,025허0002,2020-04-28,2020-04-30,제주공항,제주공항,120000,4,0,1,
138,U,025허0003,2020-04-28,2020-04-30,제주공항,제주공항,170000,6,0,1,
139,V,025허0004,2020-04-28,2020-04-30,제주공항,제주공항,200000,10,0,1,
140,B,025허0005,2020-04-28,2020-04-30,제주공항,제주공항,500000,30,0,1,
141,L,025허0006,2020-04-29,2020-05-01,제주공항,제주공항,100000,4,0,1,
142,S,025허0007,2020-04-29,2020-05-01,제주공항,제주공항,120000,4,0,1,
143,U,025허0008,2020-04-29,2020-05-01,제주공항,제주공항,170000,6,0,1,
144,V,025허0009,2020-04-29,2020-05-01,제주공항,제주공항,200000,10,0,1,
145,B,025허0010,2020-04-29,2020-05-01,제주공항,제주공항,500000,30,0,1,
146,L,025허0011,2020-04-30,2020-05-02,제주공항,제주공항,100000,4,0,1,
147,S,025허0012,2020-04-30,2020-05-02,제주공항,제주공항,120000,4,0,1,
148,U,025허0013,2020-04-30,2020-05-02,제주공항,제주공항,170000,6,0,1,
149,V,025허0014,2020-04-30,2020-05-02,제주공항,제주공항,200000,10,0,1,
150,B,025허0015,2020-04-30,2020-05-02,제주공항,제주공항,500000,30,0,1,
151,L,032허0001,2020-04-01,2020-04-03,제주공항,제주공항,80000,4,0,1,
152,S,032허0002,2020-04-01,2020-04-03,제주공항,제주공항,90000,4,0,1,
153,U,032허0003,2020-04-01,2020-04-03,제주공항,제주공항,110000,6,0,1,
154,V,032허0004,2020-04-01,2020-04-03,제주공항,제주공항,150000,10,0,1,
155,B,032허0005,2020-04-01,2020-04-03,제주공항,제주공항,400000,30,0,1,
156,L,032허0006,2020-04-02,2020-04-04,제주공항,제주공항,90000,4,0,1,
157,S,032허0007,2020-04-02,2020-04-04,제주공항,제주공항,120000,4,0,1,
158,U,032허0007,2020-04-02,2020-04-04,제주공항,제주공항,150000,6,0,1,
159,V,032허0009,2020-04-02,2020-04-04,제주공항,제주공항,200000,10,0,1,
160,B,032허0010,2020-04-02,2020-04-04,제주공항,제주공항,500000,30,0,1,
161,L,032허0011,2020-04-03,2020-04-05,제주공항,제주공항,80000,4,0,1,
162,S,032허0012,2020-04-03,2020-04-05,제주공항,제주공항,90000,4,0,1,
163,U,032허0013,2020-04-03,2020-04-05,제주공항,제주공항,110000,6,0,1,
164,V,032허0014,2020-04-03,2020-04-05,제주공항,제주공항,150000,10,0,1,
165,B,032허0015,2020-04-03,2020-04-05,제주공항,제주공항,400000,30,0,1,
166,L,032허0001,2020-04-04,2020-04-06,제주공항,제주공항,80000,4,0,1,
167,S,032허0002,2020-04-04,2020-04-06,제주공항,제주공항,90000,4,0,1,
168,U,032허0003,2020-04-04,2020-04-06,제주공항,제주공항,110000,6,0,1,
169,V,032허0004,2020-04-04,2020-04-06,제주공항,제주공항,150000,10,0,1,
170,B,032허0005,2020-04-04,2020-04-06,제주공항,제주공항,400000,30,0,1,
171,L,032허0006,2020-04-05,2020-04-07,제주공항,제주공항,80000,4,0,1,
172,S,032허0007,2020-04-05,2020-04-07,제주공항,제주공항,90000,4,0,1,
173,U,032허0007,2020-04-05,2020-04-07,제주공항,제주공항,110000,6,0,1,
174,V,032허0009,2020-04-05,2020-04-07,제주공항,제주공항,150000,10,0,1,
175,B,032허0010,2020-04-05,2020-04-07,제주공항,제주공항,400000,30,0,1,
176,L,032허0011,2020-04-06,2020-04-08,제주공항,제주공항,80000,4,0,1,
177,S,032허0012,2020-04-06,2020-04-08,제주공항,제주공항,90000,4,0,1,
178,U,032허0013,2020-04-06,2020-04-08,제주공항,제주공항,110000,6,0,1,
179,V,032허0014,2020-04-06,2020-04-08,제주공항,제주공항,150000,10,0,1,
180,B,032허0015,2020-04-06,2020-04-08,제주공항,제주공항,400000,30,0,1,
181,L,032허0001,2020-04-07,2020-04-09,제주공항,제주공항,80000,4,0,1,
182,S,032허0002,2020-04-07,2020-04-09,제주공항,제주공항,90000,4,0,1,
183,U,032허0003,2020-04-07,2020-04-09,제주공항,제주공항,110000,6,0,1,
184,V,032허0004,2020-04-07,2020-04-09,제주공항,제주공항,150000,10,0,1,
185,B,032허0005,2020-04-07,2020-04-09,제주공항,제주공항,400000,30,0,1,
186,L,032허0006,2020-04-08,2020-04-10,제주공항,제주공항,90000,4,0,1,
187,S,032허0007,2020-04-08,2020-04-10,제주공항,제주공항,120000,4,0,1,
188,U,032허0007,2020-04-08,2020-04-10,제주공항,제주공항,150000,6,0,1,
189,V,032허0009,2020-04-08,2020-04-10,제주공항,제주공항,200000,10,0,1,
190,B,032허0010,2020-04-08,2020-04-10,제주공항,제주공항,500000,30,0,1,
191,L,032허0011,2020-04-09,2020-04-11,제주공항,제주공항,80000,4,0,1,
192,S,032허0012,2020-04-09,2020-04-11,제주공항,제주공항,90000,4,0,1,
193,U,032허0013,2020-04-09,2020-04-11,제주공항,제주공항,110000,6,0,1,
194,V,032허0014,2020-04-09,2020-04-11,제주공항,제주공항,150000,10,0,1,
195,B,032허0015,2020-04-09,2020-04-11,제주공항,제주공항,400000,30,0,1,
196,L,032허0001,2020-04-10,2020-04-12,제주공항,제주공항,90000,4,0,1,
197,S,032허0002,2020-04-10,2020-04-12,제주공항,제주공항,120000,4,0,1,
198,U,032허0003,2020-04-10,2020-04-12,제주공항,제주공항,150000,6,0,1,
199,V,032허0004,2020-04-10,2020-04-12,제주공항,제주공항,200000,10,0,1,
200,B,032허0005,2020-04-10,2020-04-12,제주공항,제주공항,500000,30,0,1,
201,L,032허0006,2020-04-11,2020-04-13,제주공항,제주공항,80000,4,0,1,
202,S,032허0007,2020-04-11,2020-04-13,제주공항,제주공항,90000,4,0,1,
203,U,032허0007,2020-04-11,2020-04-13,제주공항,제주공항,110000,6,0,1,
204,V,032허0009,2020-04-11,2020-04-13,제주공항,제주공항,150000,10,0,1,
205,B,032허0010,2020-04-11,2020-04-13,제주공항,제주공항,400000,30,0,1,
206,L,032허0011,2020-04-12,2020-04-14,제주공항,제주공항,80000,4,0,1,
207,S,032허0012,2020-04-12,2020-04-14,제주공항,제주공항,90000,4,0,1,
208,U,032허0013,2020-04-12,2020-04-14,제주공항,제주공항,110000,6,0,1,
209,V,032허0014,2020-04-12,2020-04-14,제주공항,제주공항,150000,10,0,1,
210,B,032허0015,2020-04-12,2020-04-14,제주공항,제주공항,400000,30,0,1,
211,L,032허0001,2020-04-13,2020-04-15,제주공항,제주공항,90000,4,0,1,
212,S,032허0002,2020-04-13,2020-04-15,제주공항,제주공항,120000,4,0,1,
213,U,032허0003,2020-04-13,2020-04-15,제주공항,제주공항,150000,6,0,1,
214,V,032허0004,2020-04-13,2020-04-15,제주공항,제주공항,200000,10,0,1,
215,B,032허0005,2020-04-13,2020-04-15,제주공항,제주공항,500000,30,0,1,
216,L,032허0006,2020-04-14,2020-04-16,제주공항,제주공항,90000,4,0,1,
217,S,032허0007,2020-04-14,2020-04-16,제주공항,제주공항,120000,4,0,1,
218,U,032허0007,2020-04-14,2020-04-16,제주공항,제주공항,150000,6,0,1,
219,V,032허0009,2020-04-14,2020-04-16,제주공항,제주공항,200000,10,0,1,
220,B,032허0010,2020-04-14,2020-04-16,제주공항,제주공항,500000,30,0,1,
221,L,032허0011,2020-04-15,2020-04-17,제주공항,제주공항,80000,4,0,1,
222,S,032허0012,2020-04-15,2020-04-17,제주공항,제주공항,90000,4,0,1,
223,U,032허0013,2020-04-15,2020-04-17,제주공항,제주공항,110000,6,0,1,
224,V,032허0014,2020-04-15,2020-04-17,제주공항,제주공항,150000,10,0,1,
225,B,032허0015,2020-04-15,2020-04-17,제주공항,제주공항,400000,30,0,1,
226,L,032허0001,2020-04-16,2020-04-18,제주공항,제주공항,90000,4,0,1,
227,S,032허0002,2020-04-16,2020-04-18,제주공항,제주공항,120000,4,0,1,
228,U,032허0003,2020-04-16,2020-04-18,제주공항,제주공항,150000,6,0,1,
229,V,032허0004,2020-04-16,2020-04-18,제주공항,제주공항,200000,10,0,1,
230,B,032허0005,2020-04-16,2020-04-18,제주공항,제주공항,500000,30,0,1,
231,L,032허0006,2020-04-17,2020-04-19,제주공항,제주공항,90000,4,0,1,
232,S,032허0007,2020-04-17,2020-04-19,제주공항,제주공항,120000,4,0,1,
233,U,032허0007,2020-04-17,2020-04-19,제주공항,제주공항,150000,6,0,1,
234,V,032허0009,2020-04-17,2020-04-19,제주공항,제주공항,200000,10,0,1,
235,B,032허0010,2020-04-17,2020-04-19,제주공항,제주공항,500000,30,0,1,
236,L,032허0011,2020-04-18,2020-04-20,제주공항,제주공항,80000,4,0,1,
237,S,032허0012,2020-04-18,2020-04-20,제주공항,제주공항,90000,4,0,1,
238,U,032허0013,2020-04-18,2020-04-20,제주공항,제주공항,110000,6,0,1,
239,V,032허0014,2020-04-18,2020-04-20,제주공항,제주공항,150000,10,0,1,
240,B,032허0015,2020-04-18,2020-04-20,제주공항,제주공항,400000,30,0,1,
241,L,032허0001,2020-04-19,2020-04-21,제주공항,제주공항,80000,4,0,1,
242,S,032허0002,2020-04-19,2020-04-21,제주공항,제주공항,90000,4,0,1,
243,U,032허0003,2020-04-19,2020-04-21,제주공항,제주공항,110000,6,0,1,
244,V,032허0004,2020-04-19,2020-04-21,제주공항,제주공항,150000,10,0,1,
245,B,032허0005,2020-04-19,2020-04-21,제주공항,제주공항,400000,30,0,1,
246,L,032허0006,2020-04-20,2020-04-22,제주공항,제주공항,90000,4,0,1,
247,S,032허0007,2020-04-20,2020-04-22,제주공항,제주공항,120000,4,0,1,
248,U,032허0007,2020-04-20,2020-04-22,제주공항,제주공항,150000,6,0,1,
249,V,032허0009,2020-04-20,2020-04-22,제주공항,제주공항,200000,10,0,1,
250,B,032허0010,2020-04-20,2020-04-22,제주공항,제주공항,500000,30,0,1,
251,L,032허0011,2020-04-21,2020-04-23,제주공항,제주공항,80000,4,0,1,
252,S,032허0012,2020-04-21,2020-04-23,제주공항,제주공항,90000,4,0,1,
253,U,032허0013,2020-04-21,2020-04-23,제주공항,제주공항,110000,6,0,1,
254,V,032허0014,2020-04-21,2020-04-23,제주공항,제주공항,150000,10,0,1,
255,B,032허0015,2020-04-21,2020-04-23,제주공항,제주공항,400000,30,0,1,
256,L,032허0001,2020-04-22,2020-04-24,제주공항,제주공항,90000,4,0,1,
257,S,032허0002,2020-04-22,2020-04-24,제주공항,제주공항,120000,4,0,1,
258,U,032허0003,2020-04-22,2020-04-24,제주공항,제주공항,150000,6,0,1,
259,V,032허0004,2020-04-22,2020-04-24,제주공항,제주공항,200000,10,0,1,
260,B,032허0005,2020-04-22,2020-04-24,제주공항,제주공항,500000,30,0,1,
261,L,032허0006,2020-04-23,2020-04-25,제주공항,제주공항,90000,4,0,1,
262,S,032허0007,2020-04-23,2020-04-25,제주공항,제주공항,120000,4,0,1,
263,U,032허0007,2020-04-23,2020-04-25,제주공항,제주공항,150000,6,0,1,
264,V,032허0009,2020-04-23,2020-04-25,제주공항,제주공항,200000,10,0,1,
265,B,032허0010,2020-04-23,2020-04-25,제주공항,제주공항,500000,30,0,1,
266,L,032허0011,2020-04-24,2020-04-26,제주공항,제주공항,80000,4,0,1,
267,S,032허0012,2020-04-24,2020-04-26,제주공항,제주공항,90000,4,0,1,
268,U,032허0013,2020-04-24,2020-04-26,제주공항,제주공항,110000,6,0,1,
269,V,032허0014,2020-04-24,2020-04-26,제주공항,제주공항,150000,10,0,1,
270,B,032허0015,2020-04-24,2020-04-26,제주공항,제주공항,400000,30,0,1,
271,L,032허0001,2020-04-25,2020-04-27,제주공항,제주공항,80000,4,0,1,
272,S,032허0002,2020-04-25,2020-04-27,제주공항,제주공항,90000,4,0,1,
273,U,032허0003,2020-04-25,2020-04-27,제주공항,제주공항,110000,6,0,1,
274,V,032허0004,2020-04-25,2020-04-27,제주공항,제주공항,150000,10,0,1,
275,B,032허0005,2020-04-25,2020-04-27,제주공항,제주공항,400000,30,0,1,
276,L,032허0006,2020-04-26,2020-04-28,제주공항,제주공항,80000,4,0,1,
277,S,032허0007,2020-04-26,2020-04-28,제주공항,제주공항,90000,4,0,1,
278,U,032허0007,2020-04-26,2020-04-28,제주공항,제주공항,110000,6,0,1,
279,V,032허0009,2020-04-26,2020-04-28,제주공항,제주공항,150000,10,0,1,
280,B,032허0010,2020-04-26,2020-04-28,제주공항,제주공항,400000,30,0,1,
281,L,032허0011,2020-04-27,2020-04-29,제주공항,제주공항,80000,4,0,1,
282,S,032허0012,2020-04-27,2020-04-29,제주공항,제주공항,90000,4,0,1,
283,U,032허0013,2020-04-27,2020-04-29,제주공항,제주공항,110000,6,0,1,
284,V,032허0014,2020-04-27,2020-04-29,제주공항,제주공항,150000,10,0,1,
285,B,032허0015,2020-04-27,2020-04-29,제주공항,제주공항,400000,30,0,1,
286,L,032허0001,2020-04-28,2020-04-30,제주공항,제주공항,80000,4,0,1,
287,S,032허0002,2020-04-28,2020-04-30,제주공항,제주공항,90000,4,0,1,
288,U,032허0003,2020-04-28,2020-04-30,제주공항,제주공항,110000,6,0,1,
289,V,032허0004,2020-04-28,2020-04-30,제주공항,제주공항,150000,10,0,1,
290,B,032허0005,2020-04-28,2020-04-30,제주공항,제주공항,400000,30,0,1,
291,L,032허0006,2020-04-29,2020-05-01,제주공항,제주공항,80000,4,0,1,
292,S,032허0007,2020-04-29,2020-05-01,제주공항,제주공항,90000,4,0,1,
293,U,032허0007,2020-04-29,2020-05-01,제주공항,제주공항,110000,6,0,1,
294,V,032허0009,2020-04-29,2020-05-01,제주공항,제주공항,150000,10,0,1,
295,B,032허0010,2020-04-29,2020-05-01,제주공항,제주공항,400000,30,0,1,
296,L,032허0011,2020-04-30,2020-05-02,제주공항,제주공항,80000,4,0,1,
297,S,032허0012,2020-04-30,2020-05-02,제주공항,제주공항,90000,4,0,1,
298,U,032허0013,2020-04-30,2020-05-02,제주공항,제주공항,110000,6,0,1,
299,V,032허0014,2020-04-30,2020-05-02,제주공항,제주공항,150000,10,0,1,
300,B,032허0015,2020-04-30,2020-05-02,제주공항,제주공항,400000,30,0,1,
301,L,京K-M6715,2020-04-01,2020-04-03,베이징공항,베이징공항,140000,4,0,1,중국
302,S,京K-M6716,2020-04-01,2020-04-03,베이징공항,베이징공항,150000,4,0,1,
303,U,京K-M6717,2020-04-01,2020-04-03,베이징공항,베이징공항,160000,6,0,1,
304,V,京K-M6718,2020-04-01,2020-04-03,베이징공항,베이징공항,160000,10,0,1,
305,B,京K-M6719,2020-04-01,2020-04-03,베이징공항,베이징공항,580000,30,0,1,
306,L,京K-M6720,2020-04-02,2020-04-04,베이징공항,베이징공항,130000,4,0,1,
307,S,京K-M6721,2020-04-02,2020-04-04,베이징공항,베이징공항,150000,4,0,1,
308,U,京K-M6722,2020-04-02,2020-04-04,베이징공항,베이징공항,180000,6,0,1,
309,V,京K-M6723,2020-04-02,2020-04-04,베이징공항,베이징공항,200000,10,0,1,
310,B,京K-M6724,2020-04-02,2020-04-04,베이징공항,베이징공항,650000,30,0,1,
311,L,京K-M6725,2020-04-03,2020-04-05,베이징공항,베이징공항,130000,4,0,1,
312,S,京K-M6726,2020-04-03,2020-04-05,베이징공항,베이징공항,150000,4,0,1,
313,U,京K-M6727,2020-04-03,2020-04-05,베이징공항,베이징공항,180000,6,0,1,
314,V,京K-M6728,2020-04-03,2020-04-05,베이징공항,베이징공항,200000,10,0,1,
315,B,京K-M6729,2020-04-03,2020-04-05,베이징공항,베이징공항,650000,30,0,1,
316,L,京K-M6715,2020-04-04,2020-04-06,베이징공항,베이징공항,140000,4,0,1,
317,S,京K-M6716,2020-04-04,2020-04-06,베이징공항,베이징공항,150000,4,0,1,
318,U,京K-M6717,2020-04-04,2020-04-06,베이징공항,베이징공항,160000,6,0,1,
319,V,京K-M6718,2020-04-04,2020-04-06,베이징공항,베이징공항,160000,10,0,1,
320,B,京K-M6719,2020-04-04,2020-04-06,베이징공항,베이징공항,580000,30,0,1,
321,L,京K-M6720,2020-04-05,2020-04-07,베이징공항,베이징공항,140000,4,0,1,
322,S,京K-M6721,2020-04-05,2020-04-07,베이징공항,베이징공항,150000,4,0,1,
323,U,京K-M6722,2020-04-05,2020-04-07,베이징공항,베이징공항,160000,6,0,1,
